,email,article
12377,com,13600.0
12387,com,13605.0
12395,com,13609.0
12396,com,13609.0
12397,com,13609.0
12398,com,13609.0
12399,com,13609.0
12401,com,13634.0
12426,com,13661.0
12440,com,13670.0
12488,com,13704.0
12490,com,13705.0
12501,com,13709.0
12506,com,13721.0
12526,com,13736.0
12532,com,13741.0
12534,com,13741.0
12548,com,13748.0
12569,com,13771.0
12584,com,13780.0
12586,org,13781.0
12587,com,13781.0
12590,com,13798.0
12591,com,13798.0
12600,com,13806.0
12601,com,13806.0
12602,com,13806.0
12603,com,13807.0
12607,com,13810.0
12609,com,13815.0
12621,com,13879.0
12636,com,13908.0
12639,com,13913.0
12649,com,13925.0
12650,com,13925.0
12661,com,13935.0
12672,com,13942.0
12676,org,13944.0
12685,com,13949.0
12688,com,13962.0
12721,com,13989.0
12726,com,13990.0
12735,com,14020.0
12736,org,14020.0
12740,com,14022.0
12746,com,14025.0
12747,com,14025.0
12748,com,14025.0
12749,com,14025.0
12774,com,14045.0
12812,com,14078.0
12823,com,14089.0
12852,com,14148.0
12859,com,14153.0
12878,com,14182.0
12880,com,14182.0
12898,com,14230.0
12908,com,14244.0
12922,com,14251.0
12927,com,14253.0
12929,com,14254.0
12930,com,14254.0
12933,com,14265.0
12940,org,14284.0
12941,org,14284.0
12942,com,14284.0
12946,com,14285.0
12948,com,14285.0
12962,com,14291.0
12970,com,14304.0
12994,com,14321.0
12996,com,14321.0
12997,org,14321.0
13017,com,14334.0
13018,com,14334.0
13019,com,14334.0
13020,com,14334.0
13021,com,14334.0
13022,com,14334.0
13023,com,14334.0
13031,com,14340.0
13041,com,14343.0
13095,com,14427.0
13123,org,14449.0
13147,com,14464.0
13153,com,14469.0
13161,com,14473.0
13171,com,14490.0
13177,org,14493.0
13178,org,14493.0
13192,org,14500.0
13193,org,14500.0
13194,org,14500.0
13195,org,14500.0
13207,com,14509.0
13234,com,14544.0
13247,com,14555.0
13248,com,14556.0
13252,org,14559.0
13258,com,14568.0
13268,com,14585.0
13277,com,14601.0
13278,com,14601.0
13308,com,14634.0
13362,com,14741.0
13363,com,14741.0
